index,location,bhk,total_sqft,bath,price,encoded_location
2435,Yeshwanthpur,2,1185.0,2.0,75.84,229
2436,Varthur Road,2,900.0,2.0,27.0,218
2438,Electronic City Phase II,2,1031.0,2.0,56.35,75
2443,Hennur,2,1259.0,2.0,57.0,95
2444,Raja Rajeshwari Nagar,3,1570.0,3.0,88.0,184
2446,Whitefield,2,1216.0,2.0,79.0,224
2447,Sarjapur  Road,3,1428.0,2.0,66.0,194
2448,Begur Road,2,1160.0,2.0,40.59,39
2450,others,3,1475.0,3.0,70.0,230
2451,Harlur,3,1754.0,3.0,135.0,91
2452,Rayasandra,3,1639.0,3.0,83.0,189
2453,Hennur Road,3,1804.0,3.0,102.0,96
2454,Whitefield,3,1200.0,3.0,56.2,224
2455,others,2,1135.0,2.0,55.0,230
2456,Begur Road,2,1260.0,2.0,46.62,39
2458,Hennur Road,3,2160.0,3.0,160.0,96
2460,Rachenahalli,2,1220.0,2.0,59.5,183
2461,Margondanahalli,2,1200.0,2.0,67.0,162
2462,Yelahanka,2,1300.0,2.0,65.0,226
2463,Cox Town,1,605.0,1.0,29.0,62
2465,Bhoganhalli,2,1444.0,2.0,75.97,43
2466,Amruthahalli,2,924.0,2.0,45.0,14
2467,Kaikondrahalli,2,1000.0,2.0,30.0,120
2470,Bisuvanahalli,2,845.0,2.0,29.0,46
2471,Kanakpura Road,2,700.0,2.0,35.0,127
2472,Kothanur,2,1187.0,2.0,58.0,146
2473,Kaggadasapura,3,1625.0,3.0,55.0,118
2474,Devarachikkanahalli,2,1200.0,2.0,83.0,66
2475,others,2,1452.55,2.0,110.0,230
2476,others,3,2357.0,3.0,151.0,230
2477,Kaval Byrasandra,2,1200.0,2.0,49.5,133
2478,Budigere,2,1139.0,2.0,56.85,52
2480,Kanakpura Road,3,1660.0,3.0,75.0,127
2482,Somasundara Palya,2,1448.0,2.0,68.0,202
2483,Kadugodi,3,1762.0,3.0,110.0,117
2484,Kaggadasapura,2,1105.0,2.0,38.65,118
2485,Yelahanka,3,1825.0,3.0,105.0,226
2488,Thanisandra,2,1185.0,2.0,43.0,209
2490,Hulimavu,2,1058.0,2.0,48.0,105
2491,Bellandur,2,1220.0,2.0,60.0,40
2493,Old Madras Road,2,1200.0,2.0,72.0,177
2494,Kengeri,3,1160.0,2.0,40.6,135
2496,others,3,1411.0,3.0,91.72,230
2497,Bannerghatta Road,3,1550.0,3.0,78.0,34
2498,Green Glen Layout,4,3250.0,4.0,230.0,83
2499,Haralur Road,3,2475.0,4.0,130.0,90
2500,Jakkur,4,3181.0,2.0,260.5,110
2501,7th Phase JP Nagar,4,2503.0,4.0,188.0,6
2502,Marathahalli,4,2524.0,5.0,190.0,161
2503,Kaggadasapura,2,1063.0,2.0,42.0,118
2504,Kanakpura Road,2,1077.0,2.0,37.7,127
2505,others,2,1200.0,3.0,44.0,230
2506,Hosakerehalli,4,1500.0,3.0,70.0,102
2507,Jalahalli,2,1045.0,2.0,76.77,111
2508,Kanakapura,3,1290.0,2.0,45.15,126
2509,Hoodi,2,1400.0,2.0,78.0,97
2510,Begur Road,3,1600.0,3.0,58.14,39
2512,Nagavara,3,1545.0,2.0,58.0,171
2513,Sarjapur  Road,3,1680.0,3.0,112.0,194
2514,others,2,1350.0,2.0,67.5,230
2515,Gottigere,2,950.0,2.0,38.0,82
2516,Thanisandra,2,1050.0,2.0,45.0,209
2517,Banashankari Stage V,3,1305.0,2.0,49.0,29
2520,others,3,1100.0,3.0,78.0,230
2521,Thanisandra,6,3500.0,5.0,160.0,209
2522,Begur Road,3,1634.0,3.0,83.33,39
2523,Prithvi Layout,2,1352.0,2.0,85.0,181
2524,Balagere,2,1145.0,2.0,65.0,25
2525,others,2,1240.0,2.0,43.79,230
2527,Bommasandra Industrial Area,2,1020.0,2.0,39.0,49
2529,Raja Rajeshwari Nagar,2,1168.0,2.0,61.0,184
2530,Electronic City Phase II,2,1205.0,2.0,75.0,75
2532,CV Raman Nagar,2,1028.0,2.0,49.0,53
2533,others,2,1175.0,2.0,48.27,230
2534,Pai Layout,3,1550.0,2.0,90.0,179
2536,Hoodi,5,2400.0,5.0,160.0,97
2537,Yelahanka,3,1603.0,3.0,96.0,226
2538,Marathahalli,3,1350.0,3.0,72.0,161
2539,KR Puram,1,714.0,1.0,28.0,115
2540,Whitefield,2,1215.0,2.0,65.0,224
2541,Malleshpalya,3,1405.0,2.0,77.0,159
2542,KR Puram,2,1142.0,2.0,51.0,115
2543,others,4,4000.0,4.0,170.0,230
2544,Whitefield,3,1870.0,3.0,90.0,224
2545,Subramanyapura,2,1313.0,2.0,73.0,205
2546,others,3,1945.0,3.0,120.0,230
2547,Thanisandra,3,1573.0,3.0,95.0,209
2548,Sarjapur  Road,2,1255.0,2.0,92.0,194
2549,Benson Town,4,1400.0,3.0,91.15,41
2550,Kannamangala,2,1235.0,2.0,43.63,128
2551,Sarjapur  Road,3,1380.0,2.0,52.0,194
2554,others,3,1465.0,2.0,74.72,230
2555,Thigalarapalya,2,1418.0,2.0,103.0,210
2557,Anekal,1,351.0,1.0,16.0,17
2558,Uttarahalli,2,1279.0,2.0,48.0,216
2564,Uttarahalli,3,1845.0,2.0,68.27,216
2565,others,3,1360.0,2.0,59.27,230
2566,others,3,1150.0,2.0,75.0,230
2567,Whitefield,2,1260.0,2.0,49.5,224
2568,others,3,1200.0,3.0,74.0,230
2569,Dasanapura,2,965.0,2.0,42.5,63
2570,Hoodi,3,1350.0,2.0,48.0,97
2571,Bhoganhalli,2,1447.0,2.0,75.97,43
2572,others,3,1229.0,3.0,86.03,230
2573,Kudlu,2,1027.0,2.0,43.0,147
2574,Gottigere,2,1153.0,2.0,48.5,82
2575,Whitefield,4,2856.0,5.0,145.5,224
2576,Malleshpalya,2,1065.0,2.0,50.0,159
2577,others,2,1030.0,2.0,61.0,230
2578,Mallasandra,2,1340.0,2.0,61.0,158
2580,others,1,600.0,1.0,32.0,230
2581,Begur Road,3,1410.0,2.0,44.42,39
2582,Varthur,2,1055.0,2.0,45.35,217
2583,Yelahanka,2,1304.0,2.0,79.0,226
2585,Kammasandra,2,990.0,2.0,31.5,125
2586,7th Phase JP Nagar,2,1035.0,2.0,39.33,6
2587,Tumkur Road,1,700.0,1.0,30.09,214
2588,Sonnenahalli,2,1120.0,2.0,43.0,204
2589,Haralur Road,2,1300.0,2.0,73.0,90
2590,Tumkur Road,2,1239.0,2.0,82.0,214
2592,Hosa Road,2,1365.0,2.0,92.0,101
2594,Subramanyapura,3,1130.0,2.0,45.19,205
2595,Green Glen Layout,3,1776.42,3.0,105.0,83
2598,others,2,1107.0,2.0,33.0,230
2599,Nagavara,3,2319.0,3.0,180.0,171
2600,others,3,1520.0,3.0,80.0,230
2601,Kannamangala,3,1536.0,3.0,89.0,128
2602,others,4,3000.0,4.0,240.0,230
2603,others,2,1050.0,2.0,38.0,230
2604,Hoodi,3,1850.0,3.0,146.0,97
2605,Billekahalli,2,1112.0,2.0,62.0,44
2606,Marathahalli,3,1535.0,3.0,72.5,161
2607,Kanakpura Road,2,1050.0,2.0,35.0,127
2609,7th Phase JP Nagar,3,1250.0,3.0,65.0,6
2610,Kalena Agrahara,2,1187.0,2.0,52.0,121
2611,9th Phase JP Nagar,2,1164.0,2.0,56.0,8
2612,Electronic City Phase II,3,1395.0,2.0,62.78,75
2613,Arekere,3,2072.0,3.0,108.0,20
2614,Kanakpura Road,3,1450.0,3.0,60.91,127
2615,Bannerghatta Road,3,1550.0,3.0,82.0,34
2616,others,2,1315.0,2.0,90.0,230
2618,others,2,1210.0,2.0,72.0,230
2619,Bisuvanahalli,3,1075.0,2.0,47.0,46
2621,others,3,1215.0,3.0,42.2,230
2622,Kaggadasapura,3,1470.0,2.0,75.0,118
2623,others,4,30000.0,4.0,2100.0,230
2624,Hosur Road,3,1590.0,2.0,125.0,104
2625,Kanakpura Road,2,1050.0,2.0,36.75,127
2626,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91,184
2628,others,3,1445.0,3.0,64.0,230
2629,Sarjapur  Road,3,1220.0,3.0,58.0,194
2630,Sarjapur,4,3190.0,3.0,160.0,193
2631,Ramagondanahalli,2,1215.0,2.0,51.26,187
2632,Budigere,3,1920.0,2.0,88.0,52
2633,Dodda Nekkundi,2,1390.0,2.0,60.0,67
2636,Hoodi,2,1196.0,2.0,71.74,97
2637,Bannerghatta Road,3,1550.0,2.0,75.0,34
2638,Thigalarapalya,2,1418.0,2.0,101.0,210
2639,Varthur Road,3,1655.0,3.0,115.0,218
2640,KR Puram,2,1115.0,2.0,33.45,115
2641,others,2,1170.0,2.0,68.0,230
2642,Anekal,2,1035.0,2.0,38.3,17
2643,Singasandra,3,1306.0,2.0,58.0,201
2644,Kengeri,2,750.0,2.0,22.0,135
2645,Thanisandra,3,1917.0,3.0,122.0,209
2646,Kaggadasapura,3,1615.0,3.0,58.0,118
2647,Marathahalli,2,1071.0,2.0,52.25,161
2650,5th Phase JP Nagar,3,1400.0,2.0,88.0,4
2651,Tumkur Road,2,1246.0,2.0,82.0,214
2652,Sarjapur,2,1215.0,2.0,40.0,193
2653,Munnekollal,2,1200.0,2.0,49.5,164
2655,Kodigehaali,2,1200.0,2.0,60.0,139
2656,Kaval Byrasandra,2,945.0,2.0,50.0,133
2658,Hormavu,2,1175.0,2.0,52.0,100
2659,Whitefield,2,920.0,2.0,63.0,224
2661,others,2,1600.0,2.0,110.0,230
2664,others,2,955.0,1.0,34.01,230
2666,Uttarahalli,3,1425.0,2.0,64.0,216
2668,Whitefield,2,1165.0,2.0,40.5,224
2669,Kaggadasapura,2,1050.0,2.0,48.0,118
2670,others,3,1370.0,2.0,75.0,230
2671,Electronic City,3,1374.0,2.0,72.0,74
2672,Harlur,3,1754.0,3.0,124.0,91
2673,Kothanur,3,1847.0,3.0,110.0,146
2674,Ambedkar Nagar,3,1850.0,4.0,139.0,13
2675,Chikka Tirupathi,3,3297.0,3.0,135.0,57
2676,others,2,1187.0,2.0,45.0,230
2680,Doddaballapur,3,3000.0,2.0,120.0,68
2681,Thanisandra,1,693.0,1.0,34.3,209
2683,KR Puram,2,1021.0,2.0,48.0,115
2684,Thigalarapalya,2,1165.0,2.0,95.0,210
2685,Horamavu Agara,3,1756.0,3.0,92.0,98
2686,Bharathi Nagar,3,1739.0,3.0,105.0,42
2687,Varthur,2,1280.0,2.0,65.0,217
2688,Marathahalli,2,1215.0,2.0,58.86,161
2689,Munnekollal,2,950.0,2.0,46.5,164
2690,Kengeri,3,1082.0,2.0,49.0,135
2692,Devanahalli,2,1080.0,2.0,53.35,65
2693,Arekere,2,1100.0,2.0,55.0,20
2694,Ardendale,4,3200.0,4.0,205.0,19
2695,Sarjapur  Road,2,1311.0,2.0,78.0,194
2696,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98,184
2697,Begur Road,2,1160.0,2.0,36.0,39
2698,Whitefield,2,1170.0,2.0,71.0,224
2699,Kengeri,2,1155.0,2.0,40.6,135
2701,Rayasandra,2,1065.0,2.0,44.95,189
2702,Neeladri Nagar,1,674.0,1.0,21.0,173
2703,Ambedkar Nagar,3,1936.0,4.0,126.0,13
2705,others,2,1100.0,2.0,38.45,230
2706,Ramagondanahalli,3,2257.0,4.0,157.0,187
2707,Nagarbhavi,2,1055.0,2.0,55.0,169
2708,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87,184
2709,others,3,1700.0,3.0,97.0,230
2710,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0,184
2712,Rajiv Nagar,2,1263.0,2.0,93.32,186
2713,KR Puram,3,1559.0,3.0,69.315,115
2714,Kengeri Satellite Town,2,1043.0,2.0,65.0,136
2715,Hennur,2,1255.0,2.0,53.5,95
2716,JP Nagar,2,1352.5,2.0,93.865,109
2718,Yelahanka,3,1550.0,3.0,120.0,226
2721,others,3,1360.0,3.0,55.0,230
2722,others,2,1100.0,2.0,75.0,230
2723,8th Phase JP Nagar,3,1455.0,3.0,73.31,7
2724,KR Puram,2,1035.0,2.0,40.5,115
2725,Harlur,2,1152.0,2.0,69.0,91
2726,Bellandur,2,1299.0,2.0,82.0,40
2728,Rachenahalli,2,1050.0,2.0,52.5,183
2729,Pai Layout,2,1050.0,2.0,40.0,179
2730,Vittasandra,2,1246.0,2.0,67.4,223
2731,others,3,1929.0,3.0,115.0,230
2732,Hennur,2,1285.0,2.0,60.0,95
2733,Margondanahalli,3,1200.0,2.0,65.0,162
2734,others,4,3161.0,4.0,214.0,230
2736,Sompura,3,1025.0,2.0,37.0,203
2737,Malleshwaram,2,1124.0,3.0,80.0,160
2738,Balagere,2,1012.0,2.0,54.59,25
2740,8th Phase JP Nagar,2,871.0,2.0,55.0,7
2741,others,2,1020.0,2.0,40.0,230
2742,Rachenahalli,3,1550.0,3.0,73.5,183
2744,Akshaya Nagar,3,1410.0,2.0,80.0,11
2745,Chikka Tirupathi,4,3500.0,5.0,150.0,57
2746,Whitefield,2,1118.0,2.0,75.0,224
2747,Thanisandra,2,1098.0,2.0,68.0,209
2748,Kanakapura,2,1130.0,2.0,45.2,126
2749,Sarjapur  Road,2,1145.0,2.0,75.0,194
2751,others,2,1051.0,2.0,33.0,230
2753,Marathahalli,2,1102.0,2.0,53.67,161
2756,Hebbal,2,823.0,2.0,50.63,92
2757,Abbigere,2,880.0,2.0,35.0,10
2759,Budigere,3,1991.0,4.0,100.0,52
2760,TC Palaya,3,1100.0,3.0,50.0,207
2761,Gubbalala,3,1745.0,3.0,115.0,84
2764,others,2,1100.0,2.0,70.0,230
2766,5th Phase JP Nagar,2,1450.0,2.0,58.0,4
2767,Singasandra,4,3366.0,4.0,120.0,201
2768,Sahakara Nagar,2,1150.0,2.0,54.0,190
2771,Bommanahalli,2,1090.0,3.0,44.0,47
2772,Kaggadasapura,2,1132.0,2.0,42.0,118
2773,Hulimavu,2,1375.0,2.0,80.0,105
2775,Thanisandra,1,760.0,1.0,50.3,209
2776,Kaggadasapura,2,1180.0,2.0,65.0,118
2777,Jigani,2,918.0,2.0,45.0,113
2779,Margondanahalli,2,1200.0,1.0,53.0,162
2782,Ardendale,3,1728.0,3.0,95.0,19
2784,BTM 2nd Stage,2,1200.0,2.0,80.0,22
2785,6th Phase JP Nagar,2,1280.0,2.0,56.0,5
2787,others,3,1455.0,2.0,56.0,230
2788,Rachenahalli,1,440.0,1.0,28.0,183
2789,Kanakpura Road,3,1500.0,3.0,97.0,127
2790,Whitefield,3,1800.0,3.0,110.0,224
2791,Mysore Road,3,1525.0,3.0,96.0,166
2792,Rachenahalli,2,1204.0,2.0,38.5,183
2793,Old Madras Road,2,1225.0,2.0,53.55,177
2795,Bannerghatta Road,3,1650.0,3.0,122.0,34
2797,others,4,4200.0,4.0,255.0,230
2798,others,2,1200.0,2.0,55.0,230
2800,9th Phase JP Nagar,2,1005.0,2.0,42.0,8
2801,Whitefield,3,1562.0,3.0,103.0,224
2802,Devanahalli,4,5000.0,5.0,395.0,65
2804,Ramamurthy Nagar,2,1200.0,2.0,42.0,188
2805,Kasavanhalli,3,1555.0,3.0,82.5,130
2806,KR Puram,2,1550.0,2.0,71.0,115
2807,Whitefield,2,1190.0,2.0,67.0,224
2808,Chikkalasandra,2,1070.0,2.0,50.0,59
2810,Jalahalli East,2,1020.0,2.0,42.48,112
2811,Yelahanka,3,1610.0,3.0,115.0,226
2812,others,1,700.0,1.0,41.0,230
2813,others,3,1300.0,2.0,49.0,230
2816,Hebbal,3,1069.0,3.0,65.4,92
2817,Marathahalli,3,1900.0,3.0,123.0,161
2818,Old Airport Road,2,1655.0,2.0,97.65,176
2819,Uttarahalli,2,1155.0,2.0,40.42,216
2820,Sarjapur  Road,3,1300.0,2.0,70.0,194
2821,Electronic City,2,1100.0,2.0,45.0,74
2822,Doddathoguru,2,1030.0,2.0,42.0,70
2823,Vittasandra,2,2105.0,2.0,70.2,223
2824,Bhoganhalli,3,1700.0,3.0,126.0,43
2825,Jakkur,3,1760.0,3.0,139.0,110
2827,others,2,1400.0,2.0,67.0,230
2828,others,2,1200.0,2.0,53.0,230
2829,Bannerghatta Road,2,912.0,2.0,55.0,34
2830,Whitefield,2,1102.0,2.0,48.0,224
2831,others,3,1535.0,3.0,55.0,230
2833,Jigani,2,918.0,2.0,63.2,113
2834,Begur Road,3,1500.0,2.0,70.0,39
2836,Kasavanhalli,3,1476.0,3.0,89.0,130
2837,Mysore Road,2,1200.0,2.0,65.0,166
2838,Vijayanagar,1,606.0,1.0,34.78,220
2839,others,2,1100.0,2.0,61.0,230
2840,Garudachar Palya,3,1295.0,2.0,59.5,79
2841,Neeladri Nagar,1,527.0,1.0,26.0,173
2842,OMBR Layout,2,1300.0,2.0,80.0,175
2844,others,1,1260.0,1.0,41.0,230
2845,Koramangala,2,1140.0,2.0,75.2,144
2847,Whitefield,3,2321.0,4.0,128.0,224
2848,Sarjapur  Road,2,1390.0,2.0,62.0,194
2849,Sarjapur  Road,3,1725.0,3.0,90.0,194
2851,Hennur Road,3,1186.0,2.0,63.0,96
2852,Kanakpura Road,2,1230.0,2.0,85.0,127
2854,Yeshwanthpur,3,1313.0,3.0,96.0,229
2856,Ambalipura,2,1250.0,2.0,66.25,12
2858,Binny Pete,1,660.0,1.0,54.0,45
2861,Old Madras Road,2,1100.0,2.0,70.0,177
2865,Electronics City Phase 1,2,1015.0,2.0,56.0,76
2866,Gottigere,1,812.0,1.0,26.0,82
2867,others,3,1360.0,2.0,65.0,230
2868,Nehru Nagar,3,2167.0,3.0,170.0,174
2869,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0,184
2870,others,2,1165.0,2.0,75.0,230
2871,BTM 2nd Stage,2,1274.0,2.0,70.0,22
2872,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02,184
2874,Thubarahalli,3,1626.0,2.0,120.0,211
2875,Banashankari Stage V,2,1035.0,2.0,35.77,29
2876,others,3,1272.0,4.0,75.0,230
2877,others,2,965.0,2.0,45.0,230
2879,Kothannur,2,1070.0,2.0,42.79,145
2880,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0,184
2882,others,2,780.0,2.0,25.0,230
2883,others,3,1000.0,2.0,65.0,230
2886,5th Phase JP Nagar,3,1700.0,2.0,100.0,4
2887,Haralur Road,3,1850.0,3.0,110.0,90
2888,Kereguddadahalli,2,904.0,2.0,30.0,137
2889,others,2,1121.0,2.0,43.72,230
2890,7th Phase JP Nagar,3,1385.0,2.0,58.17,6
2891,Sahakara Nagar,2,1270.0,2.0,69.85,190
2892,Kanakpura Road,3,1450.0,3.0,56.0,127
2894,Mahadevpura,1,730.0,1.0,35.0,156
2895,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56,184
2896,Thanisandra,2,1111.0,2.0,50.0,209
2898,Varthur,2,977.0,2.0,36.0,217
2899,others,2,674.0,1.0,19.9,230
2901,Sarjapur,4,2540.0,4.0,115.0,193
2902,Jakkur,2,1290.0,2.0,100.0,110
2904,Abbigere,2,795.0,2.0,32.54,10
2905,Kanakpura Road,2,700.0,1.0,35.0,127
2908,others,3,1306.0,2.0,58.0,230
2909,others,3,2401.0,3.0,185.0,230
2910,Bommenahalli,4,1670.0,3.0,135.0,50
2912,others,3,1200.0,3.0,90.0,230
2913,Dodda Nekkundi,3,1804.0,3.0,121.0,67
2915,Hoskote,3,1225.0,3.0,40.0,103
2916,Thanisandra,2,1185.5,2.0,58.68,209
2917,Bellandur,2,900.0,2.0,56.0,40
2918,Binny Pete,2,1350.0,2.0,91.0,45
2919,Kaggalipura,1,700.0,1.0,36.0,119
2920,Mysore Road,2,1005.0,2.0,35.175,166
2921,others,2,1160.0,2.0,46.39,230
2922,Hennur Road,3,1680.0,3.0,99.27,96
2923,LB Shastri Nagar,2,1043.0,2.0,55.0,151
2925,Hebbal,2,1040.0,2.0,46.0,92
2926,Tindlu,3,1357.0,2.0,65.0,213
2928,others,2,1225.0,2.0,47.0,230
2930,Yelachenahalli,2,1130.0,2.0,40.0,225
2931,Basavangudi,4,2500.0,4.0,150.0,35
2932,Sultan Palaya,3,1700.0,3.0,120.0,206
2933,Doddathoguru,3,1549.0,3.0,65.0,70
2934,Yeshwanthpur,2,1400.0,2.0,100.0,229
2935,Dodda Nekkundi,2,1080.0,2.0,50.0,67
2941,Abbigere,2,1005.0,2.0,39.59,10
2942,Whitefield,2,1320.0,2.0,95.0,224
2943,Anandapura,4,1475.0,2.0,50.0,15
2944,Kudlu Gate,3,1707.0,2.0,99.745,148
2945,others,2,1110.0,2.0,51.0,230
2946,others,2,1300.0,2.0,54.0,230
2948,Electronic City,2,1128.0,2.0,65.35,74
2949,Jakkur,2,1452.19,2.0,100.0,110
2951,Banashankari,3,2600.0,4.0,135.0,26
2953,Sanjay nagar,2,630.0,1.0,35.0,191
2954,Hosa Road,2,1243.0,2.0,48.5,101
2955,others,2,960.0,2.0,32.0,230
2956,others,3,1690.0,3.0,100.0,230
2957,Whitefield,2,735.0,2.0,35.0,224
2958,Banaswadi,2,1365.0,2.0,73.0,31
2960,Hebbal,2,1420.0,2.0,99.39,92
2961,Somasundara Palya,3,1570.0,3.0,68.0,202
2962,Bisuvanahalli,2,850.0,1.0,32.0,46
2963,7th Phase JP Nagar,3,1575.0,2.0,110.0,6
2964,Thigalarapalya,2,1418.0,2.0,104.0,210
2965,Uttarahalli,2,1050.0,2.0,42.0,216
2967,Ulsoor,3,1340.0,3.0,90.0,215
2968,Yelahanka New Town,3,1610.0,3.0,92.0,227
2970,Kudlu,2,1092.0,2.0,44.0,147
2972,Yelahanka,3,1455.0,3.0,61.5,226
2974,others,2,799.0,2.0,38.0,230
2975,Whitefield,3,1896.0,3.0,75.0,224
2976,Ardendale,2,1100.0,2.0,48.0,19
2977,Bellandur,2,1350.0,2.0,79.0,40
2978,others,3,1355.0,3.0,61.0,230
2980,others,2,1350.0,2.0,90.0,230
2982,Kasavanhalli,3,1493.0,3.0,82.0,130
2983,8th Phase JP Nagar,2,1098.0,2.0,43.91,7
2985,others,3,1460.0,3.0,88.0,230
2988,Varthur,2,1091.0,2.0,32.0,217
2989,Yelahanka,2,1180.0,2.0,42.0,226
2990,Kanakpura Road,2,1366.0,3.0,76.85,127
2991,others,3,1685.0,3.0,95.0,230
2992,Koramangala,2,1260.0,2.0,100.0,144
2993,Whitefield,3,3010.0,3.0,200.0,224
2996,Whitefield,2,1346.0,2.0,96.17,224
2998,Sarjapur  Road,3,1476.0,2.0,98.94,194
2999,7th Phase JP Nagar,3,1850.0,3.0,140.0,6
3001,Electronic City,2,755.0,1.0,34.0,74
3003,others,2,1194.0,2.0,46.0,230
3006,others,1,800.0,1.0,52.0,230
3008,Vijayanagar,2,1352.0,2.0,68.0,220
3009,Thanisandra,3,2002.0,3.0,112.0,209
3010,others,4,4000.0,5.0,280.0,230
3011,Kaval Byrasandra,2,1060.0,2.0,45.0,133
3012,Kanakpura Road,3,1419.59,2.0,59.0,127
3013,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15,184
3015,Electronics City Phase 1,3,1595.0,3.0,75.0,76
3016,Banashankari,2,1260.0,2.0,75.0,26
3017,Hebbal,2,1100.0,2.0,47.0,92
3019,ISRO Layout,2,1180.0,2.0,52.0,106
3020,Electronic City,4,4000.0,5.0,150.0,74
3021,Akshaya Nagar,3,1662.0,3.0,85.0,11
3024,Ambedkar Nagar,3,1862.0,3.0,119.0,13
3025,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0,184
3026,Whitefield,3,1410.0,3.0,43.71,224
3027,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4,184
3029,Thanisandra,3,1634.0,3.0,78.0,209
3031,Whitefield,3,1150.0,2.0,44.0,224
3032,others,2,1100.0,2.0,53.0,230
3033,Yelahanka,3,1616.0,3.0,65.0,226
3034,Nagavarapalya,2,1392.0,2.0,99.0,172
3035,Jakkur,3,1798.0,3.0,120.0,110
3036,Babusapalaya,3,1675.0,3.0,75.0,24
3038,others,5,2000.0,4.0,103.0,230
3040,Hebbal,3,1700.0,3.0,124.0,92
3041,Hulimavu,2,1248.0,2.0,69.0,105
3042,others,2,1147.0,2.0,54.0,230
3043,Sultan Palaya,2,1100.0,2.0,40.0,206
3044,Vijayanagar,3,1527.0,3.0,115.0,220
3046,Kanakpura Road,1,525.0,1.0,25.0,127
3047,Kaggadasapura,2,1100.0,2.0,58.0,118
3048,Seegehalli,2,1118.0,2.0,37.5,198
3049,Kanakapura,3,1476.0,3.0,75.0,126
3050,others,3,2100.0,3.0,75.0,230
3051,others,3,1215.0,2.0,46.5,230
3052,Ambalipura,2,1332.0,2.0,79.0,12
3053,Hennur Road,2,1350.0,2.0,49.0,96
3056,NGR Layout,2,1105.0,2.0,49.73,167
3058,Kasavanhalli,2,1200.0,2.0,50.0,130
3059,Ramagondanahalli,2,1251.0,2.0,47.4,187
3061,Pai Layout,3,1400.0,2.0,67.0,179
3063,Hegde Nagar,3,1703.0,3.0,113.0,94
3064,NRI Layout,5,2500.0,5.0,130.0,168
3065,Varthur,3,1250.0,3.0,71.0,217
3066,Jigani,2,933.0,2.0,43.0,113
3067,others,1,461.82,1.0,31.7,230
3068,Brookefield,2,1262.0,2.0,75.0,51
3069,Yelahanka,2,915.0,2.0,48.0,226
3070,Panathur,3,1370.0,2.0,61.5,180
3071,Malleshpalya,2,1210.0,2.0,55.0,159
3073,others,3,1500.0,2.0,85.0,230
3074,others,2,1065.0,2.0,50.0,230
3076,Ramamurthy Nagar,3,1515.0,3.0,65.0,188
3077,Sarjapura - Attibele Road,4,1800.0,4.0,110.0,195
3079,Uttarahalli,3,1300.0,2.0,55.0,216
3080,Vijayanagar,2,989.0,2.0,60.0,220
3081,Jakkur,2,1300.0,2.0,85.0,110
3084,Marathahalli,2,1045.0,2.0,60.0,161
3085,others,2,1205.0,2.0,42.18,230
3086,others,2,1260.0,2.0,75.0,230
3089,Bommanahalli,3,1250.0,2.0,42.5,47
3090,others,2,1199.0,2.0,50.0,230
3093,Lakshminarayana Pura,2,1149.0,2.0,75.0,153
3094,Sarjapur  Road,3,2180.0,3.0,170.0,194
3098,Hulimavu,3,1818.0,3.0,135.0,105
3099,others,2,1070.0,2.0,33.0,230
3101,Nagarbhavi,3,1350.0,2.0,54.6,169
3102,Chandapura,2,630.0,1.0,27.0,55
3103,Hoodi,2,1430.0,2.0,113.0,97
3104,Nagavara,3,2430.0,4.0,180.0,171
3106,Sarjapur  Road,2,1084.0,2.0,55.0,194
3107,Hennur Road,3,1186.0,2.0,56.0,96
3108,Kengeri,2,1255.0,2.0,50.0,135
3109,Haralur Road,4,3400.0,5.0,240.0,90
3110,Hosa Road,3,1541.0,3.0,69.84,101
3111,Iblur Village,4,3596.0,5.0,282.0,107
3112,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0,184
3115,7th Phase JP Nagar,3,1370.0,2.0,54.79,6
3116,Electronic City,2,1100.0,2.0,40.0,74
3120,JP Nagar,2,1200.0,2.0,62.0,109
3121,Gunjur,4,2000.0,3.0,95.0,85
3125,Sarjapur  Road,3,1220.0,3.0,62.0,194
3126,others,3,1950.0,3.0,130.0,230
3127,Somasundara Palya,2,1178.0,2.0,73.0,202
3128,Dasanapura,3,1286.0,3.0,61.44,63
3129,Begur Road,2,1160.0,2.0,42.0,39
3130,Jigani,2,918.0,2.0,55.0,113
3131,Electronic City,3,1563.0,3.0,91.84,74
3132,others,2,1326.0,2.0,62.17,230
3135,Begur Road,2,1240.0,2.0,39.06,39
3136,Kaggadasapura,2,1325.0,2.0,50.0,118
3137,Sonnenahalli,2,1100.0,2.0,44.0,204
3139,Gollarapalya Hosahalli,3,1605.0,3.0,50.0,81
3141,Somasundara Palya,2,1260.0,2.0,60.0,202
3142,Hoodi,3,1553.0,3.0,83.09,97
3143,Whitefield,2,1280.0,2.0,52.0,224
